"POINT (-49.294599378851 -13.910491017022)",5200829.000000,AMARALINA,Municipal,Rural,52007375.000000,ESC MUL NOVA,76493000.000000,FAZENDA SAO JOAQUIM,,,,-13.910491,-49.294599,INFORMADA,Localização informada no Censo Escolar
"POINT (-49.179182654662 -14.017105765937)",5212808.000000,MARA ROSA,Municipal,Urbana,52007502.000000,ESC MUL SAO PEDRO,76490000.000000,AV PRESIDENTE VARGAS,"417",,CENTRO,-14.017106,-49.179183,INFORMADA,Localização informada no Censo Escolar
"POINT (-49.294878328589 -13.897108401205)",5200829.000000,AMARALINA,Municipal,Rural,52007529.000000,ESCOLA MUNICIPAL DR SUED DIAS DA SILVA,76493000.000000,FAZ. SAO JOAQUIM,,,,-13.897108,-49.294878,INFORMADA,Localização informada no Censo Escolar
"POINT (-49.178222423835 -14.011724059381)",5212808.000000,MARA ROSA,Municipal,Urbana,52007626.000000,PRE ESC MUL MENINO JESUS,76490000.000000,AV. PRESIDENTE VARGAS,,,CENTRO,-14.011724,-49.178222,INFORMADA,Localização informada no Censo Escolar
"POINT (-48.2246804237365 -13.5355707641086)",5213087.000000,MINACU,Estadual,Urbana,52007650.000000,COLEGIO ESTADUAL ANTONIO ALBINO FERREIRA,76450000.000000,AV GOIAS,,,CENTRO,-13.535571,-48.224680,INFORMADA,Localização informada no Censo Escolar
"POINT (-48.218064755201 -13.53037940855)",5213087.000000,MINACU,Estadual,Urbana,52007669.000000,COLEGIO ESTADUAL JOAQUIM THOME DE ALMEIDA,76450000.000000,AV PIAUI ESQ CRUA 8,,,CENTRO,-13.530379,-48.218065,INFORMADA,Localização informada no Censo Escolar
"POINT (-48.225302696228 -13.5269130090325)",5213087.000000,MINACU,Estadual,Urbana,52007707.000000,ESCOLA ESTADUAL BIJAMIN TAVARES DA SILVA,76450000.000000,RUA 6,SN,,MINACU NORTE,-13.526913,-48.225303,INFORMADA,Localização informada no Censo Escolar
"POINT (-48.2177603244781 -13.5191729181534)",5213087.000000,MINACU,Estadual,Urbana,52007715.000000,COLEGIO ESTADUAL MINISTRO SANTIAGO DANTAS,76450000.000000,RUA DO FOSFATO,"212",,SETOR MARAJOARA,-13.519173,-48.217760,INFORMADA,Localização informada no Censo Escolar
"POINT (-48.481726375154 -13.27228763066)",5213087.000000,MINACU,Municipal,Rural,52007740.000000,ESCOLA MUNICIPAL RURAL BEIRA RIO,76450000.000000,ASSENTAMENTO MOCAMBO,,,ZONA RURAL,-13.272288,-48.481726,INFORMADA,Localização informada no Censo Escolar
"POINT (-48.232680112127 -13.523572387445)",5213087.000000,MINACU,Municipal,Urbana,52007863.000000,ESC MUL MAURA COELHO BARROS,76450000.000000,AVENIDA CEARA ESQUINA COM A RUA 20,SN,,VILA BOA UNIAO,-13.523572,-48.232680,INFORMADA,Localização informada no Censo Escolar
"POINT (-48.225445327093 -13.531403879136)",5213087.000000,MINACU,Municipal,Urbana,52007960.000000,ESCOLA MUNICIPAL DONA IZAURA MARIA DA SILVA OLIVEIRA,76450000.000000,RUA 3,"1580",,CENTRO,-13.531404,-48.225445,INFORMADA,Localização informada no Censo Escolar
"POINT (-48.348330733107 -13.613620014803)",5213087.000000,MINACU,Municipal,Rural,52008029.000000,ESCOLA MUNICIPAL RURAL SALOMAO COELHO BIZERRA,76450000.000000,AV PRINCIPAL,S/N,,POVOADO DE SAO VICENTE,-13.613620,-48.348331,INFORMADA,Localização informada no Censo Escolar
"POINT (-48.529346984549 -13.328484023135)",5213087.000000,MINACU,Municipal,Rural,52008096.000000,ESCOLA MUNICIPAL RURAL SAO LUCAS,76450000.000000,ASSENTAMENTO NOITE NEGRA,,,ZONA RURAL,-13.328484,-48.529347,INFORMADA,Localização informada no Censo Escolar
"POINT (-48.222002711825 -13.541530883274)",5213087.000000,MINACU,Municipal,Urbana,52008177.000000,ESC MUL THIAGO MORAES VIEIRA,76450000.000000,RUA 2,S/N,ENTRE AVENIDAS A E B,JARDIM BOA VISTA,-13.541531,-48.222003,INFORMADA,Localização informada no Censo Escolar
"POINT (-48.217774462501 -13.518374869505)",5213087.000000,MINACU,Municipal,Urbana,52008240.000000,ESC MUL WALTER BARBOSA DE SOUZA,76450000.000000,RUA DO QUARTZO,SN,ESQ. COM AV. DO OURO,SETOR MARAJOARA,-13.518375,-48.217774,INFORMADA,Localização informada no Censo Escolar
"POINT (-48.213887688449 -13.527054102761)",5213087.000000,MINACU,Municipal,Urbana,52008258.000000,ESCOLA MUNICIPAL JUSCELINO KUBITSCHEK,76450000.000000,AV TOCANTINS,"226",,CENTRO,-13.527054,-48.213888,INFORMADA,Localização informada no Censo Escolar
"POINT (-48.3640801906585 -13.5068372807439)",5213087.000000,MINACU,Estadual,Rural,52008312.000000,ESCOLA ESTADUAL SANTO ANTONIO DE CANA BRAVA,76450000.000000,AV PRINCIPAL,S N,,CANA BRAVA,-13.506837,-48.364080,INFORMADA,Localização informada no Censo Escolar
"POINT (-48.6067396402359 -13.113293770716)",5213772.000000,MONTIVIDIU DO NORTE,Estadual,Urbana,52008320.000000,COLEGIO ESTADUAL CHICO MENDES,76465000.000000,AVALIPIO ANTONIO DE PAIVA,"500",,CENTRO,-13.113294,-48.606740,INFORMADA,Localização informada no Censo Escolar
"POINT (-48.6067181825637 -13.1133042197798)",5213772.000000,MONTIVIDIU DO NORTE,Estadual,Urbana,52008339.000000,ESCOLA ESTADUAL DE MATA AZUL,76465000.000000,AV TARUMA DISTRITO DA MATA AZUL,SN,,CENTRO,-13.113304,-48.606718,INFORMADA,Localização informada no Censo Escolar
"POINT (-48.81995910246 -13.098046977168)",5213772.000000,MONTIVIDIU DO NORTE,Municipal,Rural,52008479.000000,ESC MUL ENS FUND PROF CARLOS R OLIVEIRA,76465000.000000,POVOADO SAO PEDRO,SN,,POV SAO PEDRO,-13.098047,-48.819959,INFORMADA,Localização informada no Censo Escolar
"POINT (-49.2727428674698 -13.7275403635438)",5214101.000000,MUTUNOPOLIS,Estadual,Urbana,52008487.000000,COLEGIO ESTADUAL JOAO TEODORO DE OLIVEIRA,76540000.000000,AV BELEM,SN,,CENTRO,-13.727540,-49.272743,INFORMADA,Localização informada no Censo Escolar
"POINT (-49.461340365791 -13.791515488869)",5214101.000000,MUTUNOPOLIS,Municipal,Rural,52008550.000000,ESC MUL JOSE A DE CARVALHO,76540000.000000,POV LAGINOPOLIS,,,ZONA RURAL,-13.791515,-49.461340,INFORMADA,Localização informada no Censo Escolar
"POINT (-49.499713724337 -13.76794599811)",5214101.000000,MUTUNOPOLIS,Municipal,Rural,52008568.000000,ESC MUL JOSE RODRIGUES,76540000.000000,POV DE SAO SEBASTIAO,,,,-13.767946,-49.499714,INFORMADA,Localização informada no Censo Escolar
"POINT (-49.272166175628 -13.731493306178)",5214101.000000,MUTUNOPOLIS,Municipal,Urbana,52008630.000000,ESC MUN IRMA FRANCISCA MARIOSA,76540000.000000,RUA PARANA,SN,Q 13 L 01,VILA SAO JOSE,-13.731493,-49.272166,INFORMADA,Localização informada no Censo Escolar
"POINT (-49.275483397624 -13.733909288338)",5214101.000000,MUTUNOPOLIS,Municipal,Urbana,52008649.000000,ESCOLA MUNICIPAL FENIX,76540000.000000,RUA GOIAS,SN,,CENTRO,-13.733909,-49.275483,INFORMADA,Localização informada no Censo Escolar
"POINT (-48.456454128023 -14.467353547889)",5214606.000000,NIQUELANDIA,Estadual,Urbana,52008657.000000,COLEGIO ESTADUAL PAULO FRANCISCO DA SILVA,76420000.000000,RUA GOIAS,,,CENTRO,-14.467354,-48.456454,INFORMADA,Localização informada no Censo Escolar
"POINT (-48.457453250885 -14.4649862270686)",5214606.000000,NIQUELANDIA,Estadual,Urbana,52008681.000000,COLEGIO ESTADUAL JOAQUIM MARIA DE GODOI,76420000.000000,AV ANHANGUERA,"105",,BELO HORIZONTE,-14.464986,-48.457453,INFORMADA,Localização informada no Censo Escolar
"POINT (-48.4535640478134 -14.4650173932774)",5214606.000000,NIQUELANDIA,Estadual,Urbana,52008703.000000,COLEGIO ESTADUAL CORONEL JOAQUIM TAVEIRA,76420000.000000,PRACA DA MATRIZ,"03",,CENTRO,-14.465017,-48.453564,INFORMADA,Localização informada no Censo Escolar
"POINT (-48.46412119721 -14.480989445701)",5214606.000000,NIQUELANDIA,Estadual,Urbana,52008720.000000,ESCOLA ESTADUAL PROFESSOR AGOSTINHO NUNES DE SOUZA,76420000.000000,RUA SANTO AGOSTINHO,SN,,VILA MUTIRAO,-14.480989,-48.464121,INFORMADA,Localização informada no Censo Escolar
"POINT (-48.46701261852 -14.467250906268)",5214606.000000,NIQUELANDIA,Estadual,Urbana,52008738.000000,COLEGIO ESTADUAL PROFESSOR JOAQUIM FRANCISCO SANTIAGO,76420000.000000,AV CONTORNO,SN,,JARDIM IPANEMA,-14.467251,-48.467013,INFORMADA,Localização informada no Censo Escolar
"POINT (-48.456168472769 -14.472803614045)",5214606.000000,NIQUELANDIA,Estadual,Urbana,52008746.000000,COLEGIO ESTADUAL THOMAZ ADORNO,76420000.000000,AV ALMIRANTE TAMANDARE,"96",,SANTA EFIGENIA,-14.472804,-48.456168,INFORMADA,Localização informada no Censo Escolar
"POINT (-48.083084423889 -14.474157050602)",5214606.000000,NIQUELANDIA,Municipal,Urbana,52008967.000000,ESCOLA MUNICIPAL MANOEL RODRIGUES TOMAS,76420000.000000,AV ESMERALDA,,SN,SEVILHA PARK,-14.474157,-48.083084,INFORMADA,Localização informada no Censo Escolar
"POINT (-48.426484784153 -14.45812222626)",5214606.000000,NIQUELANDIA,Municipal,Urbana,52009106.000000,ESCOLA MUNICIPAL PADRE VALENTIM RODRIGUES,76420000.000000,RUA JOAO JERONIMO PEREIRA,,II ETAPA,JARDIM ATLANTICO,-14.458122,-48.426485,INFORMADA,Localização informada no Censo Escolar
"POINT (-49.390115136182 -14.288339799917)",5214879.000000,NOVA IGUACU DE GOIAS,Estadual,Urbana,52010171.000000,ESCOLA ESTADUAL MARECHAL COSTA E SILVA,76495000.000000,AV TANCREDO NEVES,,,CENTRO,-14.288340,-49.390115,INFORMADA,Localização informada no Censo Escolar
"POINT (-49.387397387895 -14.285412174666)",5214879.000000,NOVA IGUACU DE GOIAS,Municipal,Urbana,52010236.000000,ESC MUL BRANCA DE NEVE,76495000.000000,AV TANCREDO NEVES,,,CENTRO,-14.285412,-49.387397,INFORMADA,Localização informada no Censo Escolar
"POINT (-49.1454719999999 -13.446892)",5218003.000000,PORANGATU,Estadual,Urbana,52010287.000000,COLEGIO ESTADUAL STELLANIS KOPANAKIS PACHECO,76550000.000000,RUA 3 ESQ C RUA 16 E 17,,,CENTRO,-13.446892,-49.145472,INFORMADA,Localização informada no Censo Escolar
"POINT (-49.8336410522461 -13.6501154676374)",5203575.000000,BONOPOLIS,Estadual,Urbana,52010295.000000,COLEGIO ESTADUAL MACOB RODRIGUES GALVAO,76555000.000000,RUA SERGIPE,,,VILA OLIMPICA,-13.650115,-49.833641,INFORMADA,Localização informada no Censo Escolar
"POINT (-49.1426289081573 -13.4363580627128)",5218003.000000,PORANGATU,Estadual,Urbana,52010309.000000,COLEGIO ESTADUAL PROFESSOR WALDEMAR LOPES DO AMARAL BRITO,76550000.000000,RUA CINCO DE MARCO,"50",,CENTRO,-13.436358,-49.142629,INFORMADA,Localização informada no Censo Escolar
"POINT (-49.1462623741579 -13.44336202264)",5218003.000000,PORANGATU,Estadual,Urbana,52010317.000000,ESCOLA ESTADUAL DONA GERCINA BORGES TEIXEIRA,76550000.000000,RUA 14,,,CENTRO,-13.443362,-49.146262,INFORMADA,Localização informada no Censo Escolar
"POINT (-49.139088 -13.4227709999999)",5218003.000000,PORANGATU,Estadual,Urbana,52010325.000000,COLEGIO ESTADUAL JOAO FAGUNDES FURTADO,76550000.000000,RUA DAS ORQUIDEAS ESQ COM AV BRASIL,,,VILA RECORD,-13.422771,-49.139088,INFORMADA,Localização informada no Censo Escolar
"POINT (-49.1488194465637 -13.4487286411983)",5218003.000000,PORANGATU,Estadual,Urbana,52010341.000000,ESCOLA ESTADUAL PEDRO II,76550000.000000,RUA 14,SN,,SETOR MARINGA,-13.448729,-49.148819,INFORMADA,Localização informada no Censo Escolar
"POINT (-49.1459709405898 -13.4477008274921)",5218003.000000,PORANGATU,Estadual,Urbana,52010350.000000,COLEGIO ESTADUAL PRESIDENTE KENNEDY,76550000.000000,RUA 16 ESQUINA COM RUA 2,SN,,CENTRO,-13.447701,-49.145971,INFORMADA,Localização informada no Censo Escolar
"POINT (-49.1402631998061 -13.4509668598517)",5218003.000000,PORANGATU,Estadual,Urbana,52010368.000000,COLEGIO ESTADUAL TOMAZ MARTINS DA CUNHA,76550000.000000,RUA 25 ENTRE A RUA 1 E 2,,,CENTRO,-13.450967,-49.140263,INFORMADA,Localização informada no Censo Escolar
"POINT (-49.139266502502 -13.431647292539)",5218003.000000,PORANGATU,Municipal,Rural,52010511.000000,ESC REUNIDA ADELINO AMERICO DE AZEVEDO,76550000.000000,POVOADO DE GRUPELANDIA,,,RURAL,-13.431647,-49.139267,INFORMADA,Localização informada no Censo Escolar
"POINT (-49.158835899475 -13.404806)",5218003.000000,PORANGATU,Municipal,Rural,52010570.000000,ESC REUNIDA DA CAPELINHA,76550000.000000,POV DA CAPELINHA,,,ZONA RURAL,-13.404806,-49.158836,INFORMADA,Localização informada no Censo Escolar
"POINT (-49.152842503433 -13.455973533343)",5218003.000000,PORANGATU,Municipal,Urbana,52010589.000000,ESC MUL EUZEBIO MARTINS DA CUNHA,76550000.000000,RUA BELO HORIZONTE,SN,,JARDIM BRASILIA,-13.455974,-49.152843,INFORMADA,Localização informada no Censo Escolar
"POINT (-49.182079922799 -13.428362734839)",5218003.000000,PORANGATU,Municipal,Urbana,52010600.000000,ESC MUL FRANCISCO BORGES DA SILVA,76550000.000000,AV GENESIO BISPO DOS SANTOS,,Q33 L07,JARDIM SOL NASCENTE,-13.428363,-49.182080,INFORMADA,Localização informada no Censo Escolar
"POINT (-49.1619687196 -13.404409410988)",5218003.000000,PORANGATU,Municipal,Urbana,52010627.000000,ESC MUL JESUINO GONCALVES DOS REIS,76550000.000000,AV BRASIL,1616/S/N,QD 13 LT 06,VILA RECORD,-13.404409,-49.161969,INFORMADA,Localização informada no Censo Escolar
"POINT (-49.652493710996 -13.371302480708)",5203575.000000,BONOPOLIS,Municipal,Urbana,52010635.000000,ESCOLA MUNICIPAL JOAO TEODORO DE OLIVEIRA,76555000.000000,"AV. 15 DE NOVEMBRO Q. 08, L. 08",SN,URBANA,CENTRO,-13.371302,-49.652494,INFORMADA,Localização informada no Censo Escolar
"POINT (-49.135909717912 -13.4326777839)",5218003.000000,PORANGATU,Municipal,Urbana,52010643.000000,ESCOLA MUNICIPAL LUIZ ALVES PEREIRA,76550000.000000,RUA 04,S/N,QD U LT 09,VILA OPERARIA,-13.432678,-49.135910,INFORMADA,Localização informada no Censo Escolar
"POINT (-49.15677864516 -13.404487685188)",5218003.000000,PORANGATU,Municipal,Urbana,52010821.000000,ESC MUL STA TEREZINHA,76550000.000000,RUA CEARA,S/N,,NOSSA SENHORA DA PIEDADE,-13.404488,-49.156779,INFORMADA,Localização informada no Censo Escolar
"POINT (-49.15857840741 -13.404806)",5218003.000000,PORANGATU,Municipal,Rural,52010880.000000,ESC REUNIDA LINDA VISTA,76550000.000000,POVOADO LINDA VISTA,,,,-13.404806,-49.158578,INFORMADA,Localização informada no Censo Escolar
"POINT (-49.158744704368 -13.404852964445)",5218003.000000,PORANGATU,Municipal,Rural,52010899.000000,ESC MUL REUNIDA SAO SEBASTIAO,76550000.000000,POVOADO DA CAPELINHA,,,ZONA RURAL,-13.404853,-49.158745,INFORMADA,Localização informada no Censo Escolar
"POINT (-49.0142154693604 -13.7142723131096)",5219605.000000,SANTA TEREZA DE GOIAS,Estadual,Urbana,52010961.000000,COLEGIO ESTADUAL DR MARCO AURELIO,76480000.000000,AV SUDOESTE,"300",,CENTRO,-13.714272,-49.014215,INFORMADA,Localização informada no Censo Escolar
"POINT (-49.013264637088 -13.717903223957)",5219605.000000,SANTA TEREZA DE GOIAS,Estadual,Urbana,52010996.000000,ESCOLA ESTADUAL DR BELARMINO CRUVINEL,76480000.000000,AV ANTONIO SALAZAR,"502",,CENTRO,-13.717903,-49.013265,INFORMADA,Localização informada no Censo Escolar
"POINT (-49.0115778628959 -13.7080482628089)",5219605.000000,SANTA TEREZA DE GOIAS,Estadual,Urbana,52011003.000000,ESCOLA ESTADUAL DR PEDRO LUDOVICO TEIXEIRA,76480000.000000,AV TIRADENTES COM A 23,,,SETOR AEROPORTO,-13.708048,-49.011578,INFORMADA,Localização informada no Censo Escolar
"POINT (-49.041775513088 -13.574911828583)",5219605.000000,SANTA TEREZA DE GOIAS,Municipal,Rural,52011011.000000,ESCOLA MUNICIPAL FLOR DO NORTE,76480000.000000,POVOADO SERRA DO CAMPO,S/N,,SERRA DE CAMPO,-13.574912,-49.041776,INFORMADA,Localização informada no Censo Escolar
"POINT (-49.015389617193 -13.712326961473)",5219605.000000,SANTA TEREZA DE GOIAS,Municipal,Urbana,52011054.000000,ESCOLA MUNICIPAL SANTA TEREZA,76480000.000000,PRACA BELARMINO CRUVINEL,"375",,CENTRO,-13.712327,-49.015390,INFORMADA,Localização informada no Censo Escolar
"POINT (-49.712246954441 -14.4325658091093)",5219704.000000,SANTA TEREZINHA DE GOIAS,Estadual,Urbana,52011089.000000,COLEGIO ESTADUAL SAO GERALDO,76500000.000000,AV TIRADENTES,"283",,CENTRO,-14.432566,-49.712247,INFORMADA,Localização informada no Censo Escolar
"POINT (-49.713943 -14.43447)",5219704.000000,SANTA TEREZINHA DE GOIAS,Estadual,Urbana,52011100.000000,COLEGIO ESTADUAL SANTA TEREZINHA,76500000.000000,RUA PASTOR ALVARO,"25",,CENTRO,-14.434470,-49.713943,INFORMADA,Localização informada no Censo Escolar
"POINT (-49.704394 -14.43886)",5219704.000000,SANTA TEREZINHA DE GOIAS,Estadual,Urbana,52011135.000000,COLEGIO ESTADUAL MARIA LOPES MARTINS,76500000.000000,AV DONA DITA,"338",,CENTRO,-14.438860,-49.704394,INFORMADA,Localização informada no Censo Escolar
"POINT (-48.7436771392822 -13.5123610129373)",5221452.000000,TROMBAS,Estadual,Urbana,52011496.000000,COLEGIO ESTADUAL PROFESSORA LAUDOMIRA MARTINS DE MOURA,76460000.000000,AV TIRADENTES,"100",,CENTRO,-13.512361,-48.743677,INFORMADA,Localização informada no Censo Escolar
"POINT (-48.7450021505355 -13.5099147299503)",5221452.000000,TROMBAS,Estadual,Urbana,52011500.000000,ESCOLA ESTADUAL JOSE PORFIRIO,76460000.000000,R VALTENOR DE CASTRO DOURADO,"50",,CENTRO,-13.509915,-48.745002,INFORMADA,Localização informada no Censo Escolar
"POINT (-49.1455525159835 -14.5282809625514)",5221601.000000,URUACU,Estadual,Urbana,52011747.000000,COLEGIO ESTADUAL ALFREDO NASSER,76400000.000000,PRACA JOAO RIBEIRO SOARES,SN,,CENTRO,-14.528281,-49.145553,INFORMADA,Localização informada no Censo Escolar
"POINT (-49.156384483937 -14.524267495762)",5221601.000000,URUACU,Estadual,Urbana,52011755.000000,ESCOLA ESTADUAL DR FRANCISCO ANTONIO DE AZEVEDO,76400000.000000,RUA 6,"15",,SAO SEBASTIAO,-14.524267,-49.156384,INFORMADA,Localização informada no Censo Escolar
"POINT (-49.1454291343688 -14.5283328913959)",5221601.000000,URUACU,Estadual,Urbana,52011763.000000,COLEGIO ESTADUAL POLIVALENTE DR SEBASTIAO GONCALVES DE ALMEIDA,76400000.000000,R PROF DOMINGOS VICENTE,"04",,JK,-14.528333,-49.145429,INFORMADA,Localização informada no Censo Escolar
"POINT (-49.1281825304031 -14.5280317039283)",5221601.000000,URUACU,Estadual,Urbana,52011798.000000,COLEGIO ESTADUAL AEROPORTO,76400000.000000,VIA NIQUELANDIA,,,SETOR AEROPORTO,-14.528032,-49.128183,INFORMADA,Localização informada no Censo Escolar
"POINT (-49.1525825858116 -14.5229348227608)",5221601.000000,URUACU,Estadual,Urbana,52011828.000000,COLEGIO ESTADUAL BERNARDO SAYAO,76400000.000000,RUA 13 DE MAIO,SN,,CENTRO,-14.522935,-49.152583,INFORMADA,Localização informada no Censo Escolar
"POINT (-49.1456651687622 -14.5353847151653)",5221601.000000,URUACU,Estadual,Urbana,52011860.000000,ESCOLA ESTADUAL DOM PRADA,76400000.000000,R FELICIANO CUSTODIO DE FREITAS,SN,,CENTRO,-14.535385,-49.145665,INFORMADA,Localização informada no Censo Escolar
"POINT (-49.134100020888 -14.526434255765)",5221601.000000,URUACU,Municipal,Urbana,52011879.000000,ESCOLA MUNICIPAL FELICIANO CUSTODIO DE FREITAS,76400000.000000,RUA BRASILIA,SNº,,SANTANA,-14.526434,-49.134100,INFORMADA,Localização informada no Censo Escolar
"POINT (-49.1373803625229 -14.5311500335989)",5221601.000000,URUACU,Estadual,Urbana,52011887.000000,ESCOLA ESTADUAL FILOMENO LUIZ DE FRANCA,76400000.000000,RUA ESPIRITO SANTO,"00",,SAO VICENTE,-14.531150,-49.137380,INFORMADA,Localização informada no Censo Escolar
"POINT (-49.1466844081878 -14.5197281154734)",5221601.000000,URUACU,Estadual,Urbana,52011909.000000,COLEGIO ESTADUAL JOANA D ARC,76400000.000000,RUA GUARACIABA,SN,,UNIAO,-14.519728,-49.146684,INFORMADA,Localização informada no Censo Escolar
"POINT (-49.1598486900329 -14.5247238076763)",5221601.000000,URUACU,Estadual,Urbana,52011925.000000,ESCOLA ESTADUAL LUIZ CARLOS DA MOTA,76400000.000000,RUA DA LUZ,SN,,VILA XIQUE XIQUE,-14.524724,-49.159849,INFORMADA,Localização informada no Censo Escolar
"POINT (-49.1384983062744 -14.5170276943369)",5221601.000000,URUACU,Estadual,Urbana,52011933.000000,ESCOLA ESTADUAL DE VILA DOURADA,76400000.000000,AVENIDA TIRADENTES,"0",,VILA DOURADA,-14.517028,-49.138498,INFORMADA,Localização informada no Censo Escolar
"POINT (-49.123314187884 -14.533517296675)",5221601.000000,URUACU,Municipal,Urbana,52012034.000000,ESC MUL ENEAS FERNANDES DE CARVALHO,76400000.000000,R. 2014,,,VALE DO SOL,-14.533517,-49.123314,INFORMADA,Localização informada no Censo Escolar
"POINT (-49.153794421114 -14.520627134354)",5221601.000000,URUACU,Municipal,Urbana,52012042.000000,ESC MUL EVANGELICA PRESBITERIANA II,76400000.000000,RUA 1,"53",,SAO SEBASTIAO,-14.520627,-49.153794,INFORMADA,Localização informada no Censo Escolar
"POINT (-49.165206269382 -14.533085647908)",5221601.000000,URUACU,Municipal,Rural,52012050.000000,ESC MUL IBRAIM FERREIRA DE SOUZA,76400000.000000,POV URUALINA,,,ZONA RURAL,-14.533086,-49.165206,INFORMADA,Localização informada no Censo Escolar
"POINT (-49.158017278672 -14.544466613248)",5221601.000000,URUACU,Municipal,Urbana,52012069.000000,ESC MUL JOAO DE JESUS ANTUNES,76400000.000000,SETOR SUL,S/N,,SETOR SUL,-14.544467,-49.158017,INFORMADA,Localização informada no Censo Escolar
"POINT (-49.141079128746 -14.508238784524)",5221601.000000,URUACU,Municipal,Rural,52012166.000000,ESC MUL PEDRO LUDOVICO,76400000.000000,FAZ CORREGO DO OURO,,,,-14.508239,-49.141079,INFORMADA,Localização informada no Censo Escolar
"POINT (-49.127771348715 -14.531905587278)",5221601.000000,URUACU,Municipal,Urbana,52012174.000000,ESC MUL PROF LASTENIA FERNANDES DE CARVALHO,76400000.000000,RUA LASTENIA,S/N,,SETOR ROSEN PARK,-14.531906,-49.127771,INFORMADA,Localização informada no Censo Escolar
"POINT (-49.157352761392 -14.525628701274)",5221601.000000,URUACU,Municipal,Rural,52012190.000000,ESC MUL SANTA LUZIA,76400000.000000,POV FUNIL,,,,-14.525629,-49.157353,INFORMADA,Localização informada no Censo Escolar
"POINT (-49.149945974351 -14.305633596483)",5204706.000000,CAMPINORTE,Estadual,Urbana,52012379.000000,COLEGIO ESTADUAL MARCIONILIO FRANCISCO MENDONCA,76410000.000000,RUA 7 DE SETEMBRO,SN,,COLINACU,-14.305634,-49.149946,INFORMADA,Localização informada no Censo Escolar
"POINT (-47.5154238939285 -14.1363103511788)",5200605.000000,ALTO PARAISO DE GOIAS,Estadual,Urbana,52012387.000000,ESCOLA ESTADUAL DOUTOR GERSON DE FARIA PEREIRA,73770000.000000,RUA 12 DE DEZEMBRO,"187",,PARAISINHO,-14.136310,-47.515424,INFORMADA,Localização informada no Censo Escolar
"POINT (-47.5092869997025 -14.1305725062704)",5200605.000000,ALTO PARAISO DE GOIAS,Estadual,Urbana,52012409.000000,COLEGIO ESTADUAL MOISES NUNES BANDEIRA,73770000.000000,AV JOAO BERNARDES RABELO,"231",,CENTRO,-14.130573,-47.509287,INFORMADA,Localização informada no Censo Escolar
"POINT (-47.516820810083 -14.11905723698)",5200605.000000,ALTO PARAISO DE GOIAS,Municipal,Rural,52012433.000000,ESC MUL POVOADO DO SAO JORGE,73770000.000000,"AV A, QUADRA 07, PARTE DA APM 2",,SAO JORGE II,DISTRITO DE SAO JORGE,-14.119057,-47.516821,INFORMADA,Localização informada no Censo Escolar
"POINT (-47.530618093253 -14.118079190456)",5200605.000000,ALTO PARAISO DE GOIAS,Municipal,Rural,52012514.000000,ESC MUL POVOADO DO MOINHO,73770000.000000,POVOADO MOINHO,,,CENTRO,-14.118079,-47.530618,INFORMADA,Localização informada no Censo Escolar
"POINT (-47.53095605159 -14.118016761812)",5200605.000000,ALTO PARAISO DE GOIAS,Municipal,Rural,52012522.000000,ESC MUL STO ANTONIO DA PARIDA,73770000.000000,FAZ STO ANTONIO DA PARIDA,,,,-14.118017,-47.530956,INFORMADA,Localização informada no Censo Escolar
"POINT (-47.53103920007 -14.118073988069)",5200605.000000,ALTO PARAISO DE GOIAS,Municipal,Urbana,52012530.000000,ESC MUL ZECA DE FARIA,73770000.000000,RUA DAS ALMECEGAS,"200",,CENTRO,-14.118074,-47.531039,INFORMADA,Localização informada no Censo Escolar
"POINT (-46.7738896608352 -13.0326399248351)",5204904.000000,CAMPOS BELOS,Estadual,Urbana,52012581.000000,COLEGIO ESTADUAL POLIVALENTE PROFESSORA ANTUSA,73840000.000000,RUA DAS LARANJEIRAS,,,AEROPORTO,-13.032640,-46.773890,INFORMADA,Localização informada no Censo Escolar
"POINT (-46.642849070774 -12.992070475994)",5204904.000000,CAMPOS BELOS,Municipal,Rural,52012611.000000,CENTRO EDUCACIONAL VEREADOR OSVALDO ALVES SOUZA,73840000.000000,POVOADO BARREIRAO,SN,,BARREIRAO,-12.992070,-46.642849,INFORMADA,Localização informada no Censo Escolar
"POINT (-46.7716473340988 -13.0309779749198)",5204904.000000,CAMPOS BELOS,Estadual,Urbana,52012620.000000,COLEGIO ESTADUAL FELISMINA CARDOSO BATISTA,73840000.000000,RUA NOSSA SRA DA CONCEICAO,,,AEROPORTO,-13.030978,-46.771647,INFORMADA,Localização informada no Censo Escolar
"POINT (-46.7637026309967 -13.0410174458391)",5204904.000000,CAMPOS BELOS,Estadual,Urbana,52012638.000000,COLEGIO ESTADUAL MARIANO BARBOSA JUNIOR,73840000.000000,RUA 15 QD QN7 L03,"03",,VILA BAIANA,-13.041017,-46.763703,INFORMADA,Localização informada no Censo Escolar
"POINT (-46.7753058671951 -13.0359690173591)",5204904.000000,CAMPOS BELOS,Estadual,Urbana,52012646.000000,COLEGIO ESTADUAL PROFESSORA RICARDA,73840000.000000,AV DESEMBARGADOR RIVADAVIA LICINIO DE MIRANDA,"20",,CENTRO,-13.035969,-46.775306,INFORMADA,Localização informada no Censo Escolar
